Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight(OZ),Product Length,Product Width,Product Height,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product Image File - 1,Product Image File - 2,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 3,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Show Product Condition?,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled  
,MTU019SSMR2,"UTG PRO&reg; M-LOK&reg; AR15 15"" Super Slim Rail, Black & Red 2-Tone",,,,UTG PRO,,,"&#149;  Proudly Designed and Made in USA<br>&#149; 15"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; Features 8 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Design for Standard Mil-spec AR15 Upper Receiver <br>&#149; Super Lightweight with 37 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top AR15 Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149;Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use  <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling<br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with a Two-tone Black & Red Finish<br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories<br>&#149; Designed to Fit with Standard Gas Tube and Barrel Diameter Not Exceeding 1""; Not Compatible with Piston System, Re-designed or Over-sized Upper Receivers",,,,,,,,22.26,49.3,6,5,,,,,,,Mounting Systems,MTU019SSMR2_PRO_1.gif,MTU019SSMR2_PRO.gif,,,,,MTU019SSMR2_APP.gif,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU019SSMZ2,"UTG PRO&reg; M-LOK&reg; AR15 15"" Super Slim Rail, Black & Bronze 2-Tone",,,,UTG PRO,,,"&#149;  Proudly Designed and Made in USA<br>&#149; 15"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; Features 8 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Design for Standard Mil-spec AR15 Upper Receiver <br>&#149; Super Lightweight with 37 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top AR15 Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149;Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use  <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling<br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with a Two-tone Black & Bronze Finish<br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories<br>&#149; Designed to Fit with Standard Gas Tube and Barrel Diameter Not Exceeding 1""; Not Compatible with Piston System, Re-designed or Over-sized Upper Receivers",,,,,,,,22.26,49,6,5,,,,,,,Mounting Systems,MTU019SSMZ2_PRO_1.gif,MTU019SSMZ2_PRO.gif,,,,,MTU019SSMZ2_APP.gif,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU020SSA,"UTG PRO&reg; AR10 13"" Super Slim Free Float Rail",,,,UTG PRO,,,"&#149;Proudly Designed and Made in USA<br>&#149;Compatible with ArmaLite AR10 and Variants Using the Same Dimensions <br>&#149;13"" Super Slim Free Floating Handguard with Proprietary Attachment Design and Extremely Compact Profile <br>&#149;Super Lightweight with Top Rail in Perfect Alignment with Flat Top Receiver to Form a Continuous Picatinny Mounting Platform <br>&#149;Includes 3 User Configurable 2-slot Rail Sections for 3,6 and 9 O'clock Positions <br>&#149;Integral Anti-rotation Tabs for Rock-solid Locking <br>&#149;Slim Tubular Profile for Most Positive Handling <br>&#149;Accommodates Low Profile Gas Blocks <br>&#149;Simple and User Friendly Installation",,,,,,,,22.47,39.8,6,5.8,,,,,,,Mounting Systems,MTU020SSA_PRO_01.jpg,MTU020SSA_APP_01.jpg,,,,,MTU020SSA_FEA_01.jpg,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU020SSC,"UTG PRO&reg; AR-308 Low-pro 13"" Super Slim Free Float Rail",,,,UTG PRO,,,"&#149;Proudly Designed and Made in USA<br>&#149; Compatible with <font color=red>S&W M&P10, DPMS LR-308 Low Profile and Variants</font> Using the Same Dimensions<br>&#149; 13"" Single Rail, Super Slim, Free Floating Handguard with Proprietary Attachment Design and Extremely Compact Profile<br>&#149; Super Lightweight with Extended Top Rail to Form a Continuous Picatinny Mounting Platform with the Receiver<br>&#149; Includes 3 User Configurable 2-slot Rail Sections for 3,6 and 9 O'Clock Positions<br>&#149; Integral Anti-rotation Tab for Rock-solid Locking<br>&#149; Slim Tubular Profile for Most Positive Handling<br>&#149; Accommodates Low-profile Gas Block<br>&#149; Simple and User Friendly Installation",,,,,,,,21.8,39.5,5.7,5.6,,,,,,,Mounting Systems,MTU020SSC_PRO_01.jpg,MTU020SSC_APP_01.jpg,,,,,MTU020SSA_FEA_01.jpg,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU020SSMB,"UTG PRO&reg; M-LOK&reg; DPMS-LR308 High Profile 13"" Super Slim Free Float Handguard, Black",,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Compatible with DPMS-LR308 High Profile and Variants Using the Same Dimensions<br>&#149; 13"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; Features 42 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 31 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with Matte Black Hard Coat Anodize <br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories",,,,,,,,25.61,57.2,6.4,5.1,,,,,,,Mounting Systems,MTU020SSMB_PRO_1.jpg,MTU020SSMB_PRO_2.jpg,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU020SSME,"UTG PRO&reg; M-LOK&reg; .308 DPMS GII 13"" Super Slim Free Float Handguard",,,,UTG PRO,,,"<br>&#149; Proudly Designed and Made in USA<br>&#149; Features 42 M-LOK&reg; Slots on 7 Tracks for Mounting M-LOK&reg; Rails and Direct Accessories<br>&#149; Super Lightweight with 32 Slot Picatinny Top Rail, Flush Fitting, and Continuous with Flat Top Upper Receiver<br>&#149; Includes 2 M-LOK&reg; Accessories, an 8-Slot Picatinny Rail Section and a QD Sling Swivel Adaptor<br>&#149; Features our Patented two-piece Steel Barrel Nut and Integral Anti-rotation Tabs for a Secure Installation<br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid and Comfortable Grip<br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aluminum and Finished in a Matte Black Hard Coat Anodization",,,,,,,,24.69,#N/A,#N/A,#N/A,,,,,,,Mounting Systems,MTU020SSME_PRO_1.jpg,MTU020SSME_PRO_2.jpg,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU025SSM,"UTG PRO&reg; M-LOK&reg; AR15 10"" Super Slim Free Float Handguard, Black",,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Features 35 M-LOK&reg; Slots on 7 Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 25 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8-Slot Picatinny Rail Section and a QD Sling Swivel Adaptor, Ready to Use Right Out of the Box <br>&#149; Integral Anti-rotation Tabs and a Steel Barrel Nut Provide a Secure and Seamless Installation with the Upper Receiver While Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with a Matte Black Hard Coat Anodize <br>&#149; Simple and User Friendly Installation, Includes Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories <br>&#149; Designed to Fit with Standard Gas Tubes and Barrel  Not Exceeding 1"" in Diameter, Not Compatible with Piston System, Redesigned, or Oversized Upper Receivers",,,,,,,,17.46,35.6,6.4,5.1,,,,,,,Mounting Systems,MTU025SSM_PRO_1.jpg,MTU025SSM_PRO_2.jpg,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU025SSM3,"UTG PRO&reg; M-LOK&reg; AR15 10"" Ultra Slim Free Float Handguard",,,,UTG PRO,,,"&#149;  Proudly Designed and Made in USA<br>&#149; 10"" M-LOK&reg; Super Slim Free Float Handguard with Proprietary Steel Barrel Nut Included<br>&#149; Features 15 M-LOK&reg; Slots on 3 Slot Tracks at the 3, 6 and 9 O'Clock Positions for Mounting M-LOK&reg; Rails and Direct Accessories <br>&#149; Compatible with Left or Right Handed Standard Mil-spec AR15 Upper Receivers <br>&#149; Ultra Slim Design with Lightening Cuts Made Throughout the Handguard  to Massively Reduce Weight, While Still Allowing for a High Level of Modularity <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8-Slot Picatinny Rail Section and a QD Sling Swivel Adaptor, Ready to Use Right Out of the Box <br>&#149; Integral Anti-rotation Tabs and a Steel Barrel Nut Provide a Secure and Seamless Installation with the Upper Receiver While Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomically Grooved Handguard Surface and Overall Octagonal Profile Features Additional Left and Right Sided Grip Serrations <br>&#149; 3-Slot Top Picatinny Rail Found at the Forward and Rearward of the Handguard <br>&#149; Precision Machined from 6061-T6 Aircraft Aluminum with a Matte Black Hard Coat Anodized Finish<br>&#149; Barrel Nut Wrench, Hardware, and Installation Instructions Included for Quick Out of the Box Installation<br>&#149; Designed to Fit with Standard Gas Tube and Barrel Diameter Not Exceeding 1""; Not Compatible with Piston System, Re-designed or Over-sized Upper Receivers, Installed Length 10.27"", Actual Length 10.61""",,,,,,,,18.13,55.9,6.4,6.4,,,,,,,Mounting Systems,MTU025SSM3_PRO_1.jpg,MTU025SSM3_PRO_2.jpg,,,,,0,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU026SSMB,"UTG PRO&reg; M-LOK&reg; DPMS-LR308 15"" High Profile Super Slim Free Float Handguard",,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Compatible with DPMS LR-308 High Profile and Variants Using the Same Dimensions<br>&#149; 15"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Steel Barrel Nut Design<br>&#149; Features 56 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 37 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with a Matte Black Anodize <br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories",,,,,,,,27.27,56,7,5,,,,,,,Mounting Systems,MTU026SSMB_PRO.jpg,MTU026SSMB_PRO_1.jpg,,,,,MTU026SSMB_APP.jpg,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU026SSMC,"UTG PRO&reg; M-LOK&reg; M&P10 15"" Super Slim Free Float Handguard",,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Compatible with S&W M&P10, DPMS Low Profile LR-308 and Variants Using the Same Dimensions<br>&#149; 15"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; Features 56 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 37 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with a Matte Black Hard Coat Anodize <br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories",,,,,,,,26.74,56,6.3,5,,,,,,,Mounting Systems,MTU026SSMC_PRO.jpg,MTU026SSMC_PRO_1.jpg,,,,,MTU026SSMC_APP.gif,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU026SSME,"UTG PRO&reg; M-LOK&reg; .308 DPMS GII 15"" Super Slim Free Float Handguard",,,,UTG PRO,,,"<br>&#149; Proudly Designed and Made in USA<br>&#149; Features 42 M-LOK&reg; Slots on 7 Tracks for Mounting M-LOK&reg; Rails and Direct Accessories<br>&#149; Super Lightweight with 32 Slot Picatinny Top Rail, Flush Fitting, and Continuous with Flat Top Upper Receiver<br>&#149; Includes 2 M-LOK&reg; Accessories, an 8-Slot Picatinny Rail Section and a QD Sling Swivel Adaptor<br>&#149; Features our Patented two-piece Steel Barrel Nut and Integral Anti-rotation Tabs for a Secure Installation<br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid and Comfortable Grip<br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aluminum and Finished in a Matte Black Hard Coat Anodization",,,,,,,,26.84,#N/A,#N/A,#N/A,,,,,,,Mounting Systems,MTU026SSME_PRO_1.jpg,MTU026SSME_PRO_2.jpg,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU028SG,UTG PRO&reg; Model 870&trade; Picatinny Rail Mount,,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Precision Machined from Aircraft Grade Aluminum with Matte Back Hard Coat Anodize<br>&#149; 6.1"" Extended Length with 14 Picatinny Rail Slots for Dot Sights, Rear Sights, and Flexible Positioning of Magnified Optics for Proper Eye Relief Adjustment<br>&#149; Low Profile with See Thru Design for Use of Front Bead Sight<br>&#149; Contoured Bottom Perfectly Fits Remington&reg; 870&trade;/1100&trade; with Drilled and Tapped Receiver<br>&#149; Includes Assembly Screws and Tools for Simple and Friendly Installation, No Gunsmith Required",,,,,,,,2.61,21,7,2,,,,,,,Mounting Systems,MTU028SG_PRO.gif,MTU028SG_APP_1.gif,,,,,MTU028SG_FEA_1.gif,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU029SG,UTG PRO&reg; Model 500&reg; Shotgun Picatinny Rail Mount,,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; The Michigan Difference- Enhanced Precision, Material Strength and Quality Control, Replacing Our Classic MNT-MB500T<br>&#149; Precision Machined from Aircraft Grade Aluminum with Matte Black Hard Coat Anodize<br>&#149; 5.5"" Overall Length with 13 Picatinny Rail Slots for Dot Sights, Rear Sights, and Flexible Positioning of Magnified Optics for Proper Eye Relief Adjustment<br>&#149; Low Profile See Thru Design Allows Use of Front Sight Bead <br>&#149; Contoured Bottom Perfectly Fits Mossberg&reg; Model 500&reg; with Drilled and Tapped Receiver<br>&#149; Includes Assembly Screws and Tools for Simple and Friendly Installation, No Gunsmith Required",,,,,,,,2.4,19.5,7,1.5,,,,,,,Mounting Systems,MTU029SG_PRO.gif,MTU029SG_APP_1.gif,,,,,MTU029SG_FEA_1.gif,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU030T22,UTG PRO&reg; Ruger&reg; 10/22&reg; Picatinny Rail Mount,,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; The Michigan Difference- Enhanced Precision, Material Strength and Quality Control, Replacing Our Classic MNT-22TOWL<br>&#149; Precision Machined from Aircraft Grade Aluminum with Matte Black Hard Coat Anodize<br>&#149; 4.67"" Overall Length with 11 Picatinny Rail Slots for Dot Sights, Rear Sights, and Flexible Positioning of Magnified Optics for Proper Eye Relief Adjustment<br>&#149; Low Profile Design with U-cut for Weight Reduction<br>&#149; Contoured Bottom Perfectly Fits Ruger&reg; 10/22&reg; with Drilled and Tapped Receiver<br>&#149; Includes Assembly Screws for Simple and Friendly Installation, No Gunsmith Required",,,,,,,,1.96,17.8,7.6,1.5,,,,,,,Mounting Systems,MTU030T22_PRO.gif,MTU030T22_APP_1.gif,,,,,MTU030T22_FEA_1.gif,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU038SSKC,"UTG PRO&reg; Keymod Compat. M&P10 17"" Super Slim Free Float Handguard, Black",,,,UTG PRO,,,"<br>&#149; Proudly Designed and Made in USA<br>&#149; Compatible with S&W M&P10, DPMS Low Profile LR-308 and Variants Using the Same Dimensions<br>&#149; 17"" Keymod Compatible, Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; 126 Keymod Compatible Slots on 7 Keymod Compatible Slot Tracks for Mounting Keymod Compatible Rails and Direct Accessories for Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 42 Slot Picatinny Top Rail, Flush Fitting and Continuous with Upper Receivers Providing Ample real estate for Optics and Other Accessories<br>&#149; Includes 2 Keymod Compatible Picatinny Rail Sections, One 4 Slot and 8 Slot, with Continuous Rail Edge Design Providing Continuity When Connecting Multiple Rail Sections for Accessory Mounting Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with Matte Black Hard Coat Anodize <br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories",,,,,,,,26.98,56.1,6.2,5,,,,,,,Mounting Systems,MTU038SSKC_PRO_01.gif,MTU038SSKC_APP_01.gif,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU038SSMB,"UTG PRO&reg; M-LOK&reg; DPMS-LR308 High Profile 17"" Super Slim Free Float Handguard, Black",,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Compatible with DPMS LR-308 High Profile and Variants Using the Same Dimensions<br>&#149; 17"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; Features 63 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 42 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with Matte Black Hard Coat Anodize <br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories",,,,,,,,28.68,57.2,5.1,6.4,,,,,,,Mounting Systems,MTU038SSMB_PRO_1.jpg,MTU038SSMB_PRO_2.jpg,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU038SSMC,"UTG PRO&reg; M-LOK&reg; M&P10 17"" Super Slim Free Float Handguard",,,,UTG PRO,,,"<br>&#149; Proudly Designed and Made in USA<br>&#149; Compatible with S&W M&P10, DPMS Low Profile LR-308 and Variants Using the Same Dimensions<br>&#149; 17"" M-LOK&reg; Super Slim Free-floating Handguard with Proprietary Barrel Nut Design<br>&#149; Features 63 M-LOK&reg; Slots on 7 Slot Tracks for Mounting M-LOK&reg; Rails and Direct Accessories, Easily Tailoring the Rifle to the User's Specific Requirements<br>&#149; Super Lightweight with 42 Slot Picatinny Top Rail, Flush Fitting and Continuous with Flat Top Upper Receiver Providing Ample Real Estate for Optics and Other Accessories   <br>&#149; Includes 2 M-LOK&reg; Accessories, an 8 Slot Picatinny Rail Section for Accessory Mounting and a QD Sling Swivel Adaptor for Sling Swivel Attachment, Ready for Use Right Out of the Box<br>&#149; Features Integral Anti-rotation Tabs for Accurate Alignment with the Upper Receiver while Completely Preventing the Handguard From Rotating Under Heavy Use <br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid, yet Comfortable Grip for Fast and Seamless Firearm Handling <br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aircraft Grade Aluminum with a Matte Black Hard Coat Anodize <br>&#149; Simple and User Friendly Installation with Included Easy to Follow Instructions, Barrel Nut Wrench, and Additional Installation Tools and Accessories",,,,,,,,26.98,56.1,6.2,5,,,,,,,Mounting Systems,MTU038SSMC_PRO_01.gif,MTU038SSMC_APP_01.gif,,,,,0,,,,,,UTG PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MTU039SSM,"UTG PRO&reg; M-LOK&reg; MR556 15"" Super Slim Free Float Handguard",,,,UTG PRO,,,"&#149; Proudly Designed and Made in USA<br>&#149; Features 56 M-LOK&reg; Slots on 7 Tracks for Mounting M-LOK&reg; Rails and Direct Accessories<br>&#149; Super Lightweight with 36 Slot Picatinny Top Rail, Flush Fitting, and Continuous with Flat Top Upper Receiver<br>&#149; Includes 2 M-LOK&reg; Accessories, an 8-Slot Picatinny Rail Section and a QD Sling Swivel Adaptor<br>&#149; Utilizes Existing Barrel Nut, Integral Anti-rotation Tab, and Precision Cut Barrel Nut Shims for a Secure Installation<br>&#149; Ergonomic Octagonal Profile with Grooved Surface for a Solid and Comfortable Grip<br>&#149; Scalloped Top Picatinny Rail Edges for Easy and Snag Free Accessory Mounting <br>&#149; Precision Machined from 6061-T6 Aluminum and Finished in a Matte Black Hard Coat Anodization<br>&#149; Compatible with HK Slim Line Gas Block (MR556 Upper), Permanent Modification of Ambi. Sling Loops Required for Other HK Gas Blocks (HK416 Upper, UMAREX HK416 .22LR )",,,,,,,,21.02,#N/A,#N/A,#N/A,,,,,,,Mounting Systems,MTU039SSM_PRO_1.jpg,MTU039SSM_PRO_2.jpg,,,,,0,,,,,,H&K MR55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
